ElevationDeg,GaseousLossDb,CloudLossDb,RainLossDb,ScintillationLossDb,TotalAtmosphericLossDb
5,0.395887021317673,0.0272105984064338,0.000331721726688787,0.350978769828528,0.747944795367135
6,0.330090257796577,0.0226881735422476,0.000264117154091567,0.278175501243182,0.609211050895381
7,0.283121467819793,0.0194598563384137,0.000218304724033772,0.228251547071447,0.512219697326938
8,0.24792023134557,0.0170403612361952,0.000185312754956006,0.192122864137311,0.44081377392482
9,0.220564102534734,0.0151600858168376,0.000160494586070167,0.164906862427328,0.386181110898935
10,0.198699622712313,0.0136572692359018,0.000141200620327723,0.14375759692628,0.343117919490775
11,0.180829144448927,0.0124289733303239,0.000125808727121696,0.126910217016614,0.30835884975602
12,0.165954243608857,0.011406573172452,0.000113270474525109,0.113215363389631,0.279754179044238
13,0.153383710459772,0.0105425596765408,0.000102878679472662,0.10189418586936,0.255832480446392
14,0.142623830313386,0.00980299823148474,9.41395576020854e-05,0.0924012589069095,0.235553620929732
15,0.133312551916079,0.00916300388088358,8.66982960067144e-05,0.0843438976669083,0.218162125067669
16,0.125178342698976,0.00860391331099368,8.0293678571763e-05,0.0774326195654331,0.203096415209804
17,0.1180135657102,0.00811145496097164,7.4729343947907e-05,0.0714496164965893,0.189930610358765
18,0.111656730908574,0.00767452909675069,6.98549811076441e-05,0.066228059850227,0.17833604851359
19,0.105980351317316,0.00728437312511493,6.55536802954224e-05,0.0616381460302131,0.168055164809479
20,0.10088244233687,0.0069339773139116,6.17332163681899e-05,0.0575774622067937,0.158883339916116
21,0.0962804498306237,0.00661766744969809,5.83199128138303e-05,0.0539641942352135,0.15065602400433
22,0.0921068341922947,0.00633080131637705,5.52542399262654e-05,0.0507322481486984,0.143239433459194
23,0.0883058064006973,0.00606954435365925,5.24876030692036e-05,0.0478276869580965,0.136523717129397
24,0.0848308800657274,0.00583070140124801,4.99799632008161e-05,0.0452060885155411,0.130417861235631
25,0.081643010988176,0.00561158882475379,4.76980494100087e-05,0.042830559312379,0.124845838892554
26,0.078709166056728,0.00540993615134542,4.56139991231294e-05,0.0406702225976599,0.119743664147816
27,0.0760012101726678,0.00522380956447665,4.37043116447661e-05,0.0386990543098037,0.115057112503919
28,0.0734950316955316,0.00505155179293056,4.19490342465358e-05,0.036894977339481,0.110739938777672
29,0.0711698488358544,0.00489173443694447,4.03311229081036e-05,0.0352391499346983,0.106752470420089
30,0.0690076547741996,0.00474311982944196,3.88359356739288e-05,0.0337154016025935,0.103060487346009
31,0.0669927701813609,0.00460463027929566,3.74508277338246e-05,0.0323097822030255,0.0996343225802769
32,0.0651114796459173,0.00447532308181443,3.61648252701676e-05,0.0310101987233321,0.0964481346683717
33,0.0633517342108022,0.00435437007311741,3.49683608330412e-05,0.029806120566763,0.0934793148492831
34,0.0617029064084051,0.00424104079290241,3.38530571726461e-05,0.0286883388139255,0.0907080008114921
35,0.0601555872947026,0.00413468853394374,3.28115495285061e-05,0.0276487683270085,0.0881166753805824
36,0.0587014173161514,0.00403473871702539,3.18373386589184e-05,0.0266802841051221,0.0856898333635354
37,0.0573329446087663,0.00394067915137739,3.09246686088797e-05,0.0257765852061045,0.0834137034510717
38,0.0560435056763114,0.00385205183330097,3.00684245134088e-05,0.0249320809951329,0.0812760148746452
39,0.0548271244310711,0.00376844600691346,2.9264046724809e-05,0.0241417955842848,0.0792658006571865
40,0.05367842638399,0.00368949226615848,2.85074583154291e-05,0.0234012871768582,0.0773732309513413
41,0.0525925653979515,0.00361485752032123,2.77950035988711e-05,0.0227065796890319,0.075589471246008
42,0.0515651609105969,0.00354424067914941,2.71233957741222e-05,0.0220541045357114,0.0739065612299086
43,0.0505922439226069,0.00347736894045266,2.64896721596336e-05,0.0214406508714769,0.07231731089534
44,0.0496702103572167,0.00341399458435082,2.58911557709116e-05,0.0208633228969818,0.0708152110951883
45,0.0487957806446167,0.00335389219537879,2.53254222230084e-05,0.0203195030951602,0.0693943562687062
46,0.0479659645842703,0.00329685624735973,2.47902711214325e-05,0.0198068204647047,0.0680493774544669
47,0.0471780306993873,0.00324269899703864,2.42837012513983e-05,0.0193231229815393,0.0667753840337185
48,0.0464294794287703,0.00319124864147106,2.38038889935925e-05,0.0188664536509102,0.0655679129105261
49,0.0457180196081718,0.0031423477015105,2.33491694906414e-05,0.0184350296197904,0.0644228840493169
50,0.0450415477809828,0.003095851599765,2.29180201667532e-05,0.0180272239066204,0.0633365614656356
51,0.0443981299502773,0.003051627406356,2.25090462671434e-05,0.0176415493769309,0.0623055189098112
52,0.0437859854439497,0.0030095527299169,2.21209681366088e-05,0.0172766446522345,0.0613266096019166
53,0.043203472614255,0.00296951473467608,2.17526100001925e-05,0.0169312616881683,0.0603969394746809
54,0.0426490761343743,0.00293140926730873,2.14028900450166e-05,0.0166042547981588,0.0595138434627069
55,0.042121395689183,0.00289514007961666,2.10708116324349e-05,0.0162945709324139,0.0586748644445137
56,0.0416191358864004,0.00286061813508884,2.07554554947796e-05,0.0160012410500507,0.0578777345009901
57,0.0411410972387254,0.00282776098907445,2.04559727920351e-05,0.0157233724456382,0.0571203582018025
58,0.0406861680882017,0.00279649223371823,2.01715789214824e-05,0.015460141911171,0.0564007976717134
59,0.0402533173615436,0.00276674100001064,1.99015479883012e-05,0.0152107896311371,0.0557172592229522
60,0.0398415880600289,0.00273844151032697,1.96452078577629e-05,0.0149746137224314,0.0550680813687673
61,0.0394500914002394,0.00271153267570154,1.94019357203857e-05,0.0147509653428233,0.0544517240579549
62,0.0390780015327735,0.00268595773282763,1.91711541105638e-05,0.014539244301863,0.0538667589912013
63,0.0387245507753491,0.00266166391641326,1.89523273269859e-05,0.014338895116798,0.0533118608980804
64,0.0383890253047082,0.00263860216307174,1.87449582098399e-05,0.0141494034635071,0.0527857996689917
65,0.0380707612586192,0.0026167268433997,1.85485852355389e-05,0.01397029297884,0.052287433249609
66,0.0377691412052299,0.00259599551930429,1.83627798946346e-05,0.0138011223762387,0.0518157012168665
67,0.0374835909421769,0.00257636872399556,1.81871443228491e-05,0.0136414828412563,0.0513696189654136
